idx,Name,Recommend Name 0,Recommend Name 1,Recommend Name 2,Recommend Name 3,Recommend Name 4,Recommend Name 5,Recommend Name 6,Recommend Name 7,Recommend Name 8,Recommend Name 9,Recommend PCA Distances 0,Recommend PCA Distances 1,Recommend PCA Distances 2,Recommend PCA Distances 3,Recommend PCA Distances 4,Recommend PCA Distances 5,Recommend PCA Distances 6,Recommend PCA Distances 7,Recommend PCA Distances 8,Recommend PCA Distances 9,Recommend Genres 0,Recommend Genres 1,Recommend Genres 2,Recommend Genres 3,Recommend Genres 4,Recommend Genres 5,Recommend Genres 6,Recommend Genres 7,Recommend Genres 8,Recommend Genres 9,Recommend Rating 0,Recommend Rating 1,Recommend Rating 2,Recommend Rating 3,Recommend Rating 4,Recommend Rating 5,Recommend Rating 6,Recommend Rating 7,Recommend Rating 8,Recommend Rating 9,Predicted Rating,Actual Rating
2270,Zambezia,Armored,Saving Silverman,Spy Hard,Joe Dirt,DOA: Dead or Alive,Disturbing Behavior,Alpha and Omega,Slackers,The Spy Next Door,House on Haunted Hill,0.0018252171900144942,0.007638037128366748,0.009999698267014523,0.010828872439619497,0.015257511358335862,0.01675818476168811,0.017314846132675088,0.017834871372625183,0.02314195563780297,0.023323084101344427,"'Action','Crime','Drama','Thriller'","'Comedy','Crime','Romance'","'Action','Comedy'","'Mystery','Adventure','Comedy','Romance','Drama'","'Adventure','Action','Thriller'","'Mystery','Horror','ScienceFiction'","'Family','Animation'","'Comedy','Romance'","'Action','Comedy','Family'","'Horror','Mystery','Thriller'",5.5,5.4,4.9,5.5,5.0,5.5,5.3,5.4,5.5,5.5,5.35,5.3
2271,ராமானுஜன்,สุริโยไท,एबीसीडी,कृष,Fiza,Ta Ra Rum Pum,कभी अलविदा ना कहना,Restless,Трудно быть богом,Creature,Beloved,0.004170195268341947,0.0068295834738216765,0.010094549926602747,0.013685492346929617,0.018087080887182028,0.025858771088801524,0.03321644167087823,0.034622595181948546,0.040647729575283176,0.041812869548115916,"'Drama','Foreign','History','War'","'Drama','Music'","'Action','ScienceFiction'","'Drama','Foreign','Romance'","'Family','Comedy','Romance'","'Drama','Romance'","'TVMovie','Romance','Drama'","'Drama','ScienceFiction'","'Horror','ScienceFiction','Thriller'","'Drama','Thriller'",5.1,5.6,5.5,6.1,6.0,6.1,4.9,6.7,4.0,5.9,5.59,5.0
2272,Dwegons,La Navaja De Don Juan,Heroes of Dirt,Anderson's Cross,The Outrageous Sophie Tucker,Sparkler,The Algerian,Four Single Fathers,Black Water Transit,Midnight Cabaret,Archaeology of a Woman,0.000494137899855307,0.0005001977960356063,0.0005366668976155564,0.0006190397397787262,0.0006965550655497754,0.0007147961920114243,0.001124176176400704,0.0011368769458003358,0.0014805934887598404,0.0015150863904321854,"'Drama','Comedy'","'Action','Drama'","'Romance','Comedy','Drama'",,,,"'Drama','Comedy'","'Drama','Crime'",'Horror','Drama',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2273,Hands of Stone,Rapa Nui,The Other End of the Line,A Walk on the Moon,ATL,Copying Beethoven,The Yellow Handkerchief,The Astronaut Farmer,Where the Truth Lies,Elsa & Fred,Eye for an Eye,0.011152235145200473,0.013390701566179497,0.016503031097483634,0.018465937944945554,0.022469003961633094,0.02477761667875411,0.025040437907134283,0.025844760221830687,0.026399955634672234,0.02832735059607494,'Adventure',"'Comedy','Romance'","'Drama','Romance'",'Drama','Drama',"'Drama','Romance'","'Adventure','Comedy','Drama','ScienceFiction'","'Drama','Mystery','Thriller'","'Comedy','Family','Romance'","'Drama','Thriller'",6.2,6.1,6.2,6.0,6.2,6.4,6.2,5.9,6.2,5.8,6.12,6.1
2274,Survivor,The Switch,Maggie,Chloe,Haywire,Lockout,Faster,Texas Chainsaw 3D,Daybreakers,Wild Card,Just My Luck,0.0670550533522567,0.07127519162224827,0.07761663424088239,0.07829834035925098,0.0888394446371632,0.0938927355317899,0.10707777259867768,0.10963984816163641,0.11261333762351322,0.11285664011995789,"'Comedy','Romance','Drama'",'Horror',"'Drama','Thriller','Mystery'","'Action','Thriller'","'Action','Thriller','ScienceFiction'","'Crime','Drama','Action','Thriller'","'Horror','Thriller'","'Fantasy','Horror','Action','Thriller','ScienceFiction'","'Thriller','Crime','Drama'","'Comedy','Drama','Family','Fantasy','Romance'",5.9,5.2,5.9,5.6,5.8,6.1,5.3,6.0,5.4,5.8,5.699999999999999,5.4
2275,The Frozen Ground,Case 39,Delivery Man,Just My Luck,Doomsday,The Iceman,Faster,Jay and Silent Bob Strike Back,Splice,Survivor,Repo Men,0.09241266425589134,0.13702169109078843,0.167964146610179,0.17107470610076114,0.17226694677018595,0.18324174693467177,0.1838952349920142,0.19167349319287574,0.19187662472372724,0.19294942004926352,"'Horror','Mystery','Thriller'",'Comedy',"'Comedy','Drama','Family','Fantasy','Romance'","'Action','Thriller','ScienceFiction'","'Thriller','Crime','Drama'","'Crime','Drama','Action','Thriller'",'Comedy',"'Horror','Thriller','ScienceFiction'",'Thriller',"'Action','ScienceFiction','Thriller','Crime'",6.1,6.2,5.8,5.8,6.4,6.1,6.4,5.5,5.4,6.2,5.99,6.1
2276,The Painted Veil,Reign Over Me,Running Scared,Becoming Jane,Rescue Dawn,"Synecdoche, New York",Ladyhawke,Holes,The Remains of the Day,Glory,Rounders,0.005399907979672269,0.006037451948426753,0.02871536098603611,0.029811987611423674,0.030228410787820126,0.03270348766586395,0.03416617578716186,0.034308284864693395,0.03586609209438829,0.03680559015846552,'Drama',"'Action','Crime','Drama','Thriller'","'Drama','Romance'","'Adventure','Drama','War'",'Drama',"'Adventure','Drama','Fantasy','Romance'","'Adventure','Family','Drama','Comedy'","'Drama','Romance'",'War',"'Drama','Crime'",7.1,7.0,6.9,6.9,7.4,6.8,6.7,7.5,7.4,6.9,7.06,7.1
2277,Der Baader Meinhof Komplex,Zwartboek,十月圍城,Arn: Tempelriddaren,Das weisse Band,Manderlay,Yeh Jawaani Hai Deewani,Трудно быть богом,Rang De Basanti,Rocket Singh: Salesman of the Year,Jab Tak Hai Jaan,0.010392998611013837,0.017085784068687437,0.020644551318018012,0.023233989110040598,0.025878091475065035,0.030921105647737424,0.03286342046113022,0.03294157721644153,0.035629152482822946,0.03734810948934619,"'Drama','Thriller','War'","'Drama','Action','History'","'Action','Adventure','Drama','Romance'","'Crime','Drama','Mystery'",'Drama','Romance',"'Drama','ScienceFiction'",'Drama',"'Drama','Comedy','Romance'","'Drama','Romance'",7.2,6.5,6.4,7.2,6.9,7.2,6.7,7.2,7.0,7.3,6.960000000000001,7.1
2278,Dances with Wolves,The Sound of Music,Walk the Line,Octopussy,A Few Good Men,The English Patient,Gone with the Wind,Cape Fear,For Your Eyes Only,P.S. I Love You,The Firm,0.021098457685460703,0.029846343336211945,0.030275019777034284,0.03245546670848165,0.033852847855465495,0.03464117159225,0.03464727939977963,0.034824453530046706,0.03520155244148704,0.043571381520066677,"'Drama','Family','Music','Romance'","'Drama','Music','Romance'","'Adventure','Action','Thriller'",'Drama',"'Drama','Romance','War'","'Drama','Romance','War'","'Crime','Thriller'","'Adventure','Action','Thriller'","'Drama','Romance'","'Drama','Mystery','Thriller'",7.4,7.3,6.2,7.1,7.0,7.7,7.0,6.3,6.9,6.6,6.95,7.6
2279,Bad Teacher,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Neighbors,Ace Ventura: When Nature Calls,Ride Along,Taken 2,Legally Blonde,Bridget Jones's Diary,Paul Blart: Mall Cop,Freaky Friday,Cloverfield,0.07639675464791629,0.09780983127093812,0.10471846026027842,0.10812910152923494,0.11697010344963144,0.13023709741526923,0.13390525859712177,0.14621841714214068,0.1463249562822957,0.15135312384843047,'Comedy','Comedy',"'Crime','Comedy','Adventure'","'Action','Comedy'","'Action','Crime','Thriller'",'Comedy',"'Comedy','Romance','Drama'","'Action','Adventure','Comedy','Family'",'Comedy',"'Action','Thriller','ScienceFiction'",6.5,6.2,6.1,6.1,6.1,6.1,6.5,5.2,6.0,6.4,6.12,5.4
2280,Sea of Love,Miracles from Heaven,Star Trek VI: The Undiscovered Country,Think Like a Man,Save the Last Dance,Coal Miner's Daughter,The Best Man Holiday,Stomp the Yard,Set It Off,The Piano,United 93,0.06289428299672051,0.07895318937237883,0.09317113697085377,0.1022897546682664,0.1087192595789368,0.1140114383602231,0.12981974170774935,0.13545427499225648,0.13627629695679933,0.13929189101632644,'Drama',"'ScienceFiction','Action','Adventure','Thriller'","'Comedy','Romance'","'Drama','Family','Romance','Music'","'Drama','Music'",'Comedy',"'Drama','Music'","'Drama','Action','Crime'","'Drama','Romance'","'Drama','History','Crime','Thriller','Action'",6.7,6.7,6.9,6.3,7.2,6.7,6.1,6.9,7.1,6.9,6.750000000000002,6.7
2281,A Cinderella Story,Devil,Jeepers Creepers,Child's Play,Saw VI,Wrong Turn,Beastly,Hoodwinked!,Commando,Happy Gilmore,The Land Before Time,0.015620541081641681,0.017542947426496203,0.019003221546802007,0.0190263205377339,0.026765470817498027,0.029025793999330474,0.04097109240354546,0.0413071351613401,0.04847099771239671,0.06223974942847432,"'Horror','Mystery','Thriller'","'Horror','Thriller'","'Horror','Thriller'","'Horror','Mystery'","'Horror','Thriller'","'Drama','Fantasy','Romance'","'Animation','Comedy','Family'","'Action','Adventure','Thriller'",'Comedy',"'Animation','Adventure','Family'",5.8,6.1,6.3,6.0,6.0,6.0,5.9,6.4,6.5,7.0,6.2,6.1
2282,Scream,Gremlins,Grease,American Beauty,Up in the Air,Disturbia,Me Before You,The Fault in Our Stars,Slumdog Millionaire,Romeo + Juliet,Indiana Jones and the Temple of Doom,0.024247135022100408,0.030355740896604866,0.03337093506850086,0.03904030274889203,0.05188490463045248,0.05544927196036831,0.05839306379249476,0.06039118395642762,0.06878636907734326,0.07030733221213037,"'Fantasy','Horror','Comedy'",'Romance','Drama',"'Drama','Romance'","'Thriller','Drama','Mystery'","'Drama','Romance'","'Romance','Drama'","'Drama','Romance'","'Drama','Romance'","'Adventure','Action'",6.9,7.2,7.9,6.7,6.6,7.6,7.6,7.6,6.7,7.1,7.1899999999999995,7.0
2283,Thir13en Ghosts,A Haunted House 2,Bachelorette,Hostel: Part II,The Nut Job,The Pink Panther,The Fourth Kind,Chernobyl Diaries,While We're Young,The Cat in the Hat,Sammy's avonturen: De geheime doorgang,0.007672397646436235,0.013925833993519099,0.014884021386885493,0.015709995624767048,0.01628835348204738,0.020165557269268608,0.02335206282776847,0.02643279386211017,0.026760752945263366,0.02721252437109334,"'Comedy','Horror'","'Comedy','Romance'",'Horror',"'Animation','Comedy','Family','Adventure'","'Action','Comedy','Crime','Mystery','Family'","'Mystery','ScienceFiction','Thriller'","'Horror','Thriller'","'Comedy','Drama','Mystery'","'Comedy','Fantasy','Family'","'Animation','Family'",5.4,5.3,5.6,5.5,5.6,5.8,4.9,5.8,4.9,5.6,5.4399999999999995,5.4
2284,The Shining,GoodFellas,Sicario,2001: A Space Odyssey,The Big Short,Hanna,Spotlight,The Godfather,The Notebook,Die Hard,The Hurt Locker,0.009907564512961375,0.016224952931394032,0.021648364522891872,0.02315011948825474,0.03023356779793951,0.03318134272424589,0.033551583712679856,0.03469476960866591,0.03669177540109436,0.037047883383327984,"'Drama','Crime'","'Action','Crime','Drama','Mystery','Thriller'","'ScienceFiction','Mystery','Adventure'","'Comedy','Drama'","'Action','Thriller','Adventure'","'Drama','Thriller','History'","'Drama','Crime'","'Romance','Drama'","'Action','Thriller'","'Drama','Thriller','War'",8.2,7.2,7.9,7.3,6.5,7.8,8.4,7.7,7.5,7.2,7.57,8.1
2285,Back to the Future,Se7en,District 9,The Empire Strikes Back,The Hangover,Friends with Benefits,The Matrix,Silver Linings Playbook,Gran Torino,21 Jump Street,Raiders of the Lost Ark,0.00929999039982543,0.015483120798039263,0.017019125356217968,0.017241678111713066,0.017255123592810673,0.019419459739310807,0.01990802161990246,0.024294430546924928,0.026333110690411998,0.02721219450257606,"'Crime','Mystery','Thriller'",'ScienceFiction',"'Adventure','Action','ScienceFiction'",'Comedy',"'Romance','Comedy'","'Action','ScienceFiction'","'Drama','Comedy','Romance'",'Drama',"'Action','Comedy','Crime'","'Adventure','Action'",8.1,7.3,8.2,7.2,6.5,7.9,6.9,7.8,6.7,7.7,7.43,8.0
2286,House on Haunted Hill,The Roommate,Slackers,Alpha and Omega,Joe Dirt,Head Over Heels,Saving Silverman,Disturbing Behavior,Fun Size,Twixt,Post Grad,0.00536506565948891,0.006240009006789449,0.006969309542421698,0.008569962950334853,0.01065808090914,0.01092497038688911,0.011719784869322347,0.01240495299530997,0.014172502656919383,0.014180204206756364,"'Thriller','Drama','Horror'","'Comedy','Romance'","'Family','Animation'","'Mystery','Adventure','Comedy','Romance','Drama'","'Comedy','Romance'","'Comedy','Crime','Romance'","'Mystery','Horror','ScienceFiction'",'Comedy',"'Horror','Thriller'",'Comedy',5.3,5.4,5.3,5.5,5.3,5.4,5.5,5.5,5.0,5.0,5.32,5.5
2287,I Can Do Bad All By Myself,Roll Bounce,City Hall,Resurrecting the Champ,Flawless,The Slaughter Rule,"Yours, Mine and Ours",Good Deeds,The City of Your Final Destination,My Blueberry Nights,There Be Dragons,0.0013849583120428832,0.0026329588685874983,0.0029113111120232515,0.0032607287247848893,0.003776703300527151,0.005377637336266949,0.006315663408445915,0.006517442669133566,0.006555094327470368,0.006676259341652613,"'Comedy','Drama','Family'","'Drama','Thriller'",'Drama',"'Comedy','Drama'",'Drama',"'Comedy','Drama','Family'","'Comedy','Drama','Romance'",'Drama',"'Drama','Romance'",'Drama',6.1,6.0,5.9,5.9,6.2,6.2,6.2,5.7,6.0,5.9,6.01,6.0
2288,Fight Valley,Meet the Deedles,Dracula 2000,Ghosts of Mars,Highlander III: The Sorcerer,Marci X,Boat Trip,Clockstoppers,Juwanna Mann,The Country Bears,Crocodile Dundee in Los Angeles,0.0030495530291700934,0.013174012055250595,0.017334174630292076,0.017904512599506095,0.01945042997237323,0.01975270806792806,0.019923264179550926,0.01999040451158296,0.020647921557265025,0.022240809292974784,"'Animation','Comedy','Family'","'Thriller','Horror'","'Action','Horror','ScienceFiction'","'Action','Fantasy','ScienceFiction'",'Comedy','Comedy',"'Adventure','Family','ScienceFiction','Thriller'","'Comedy','Drama'","'Adventure','Comedy','Family'","'Adventure','Comedy'",4.1,4.6,4.8,4.5,3.3,4.7,4.9,4.2,4.3,4.7,4.41,3.9
2289,The Switch,Maggie,Krampus,Daybreakers,The Signal,Chloe,A Dangerous Method,The Pink Panther,Only God Forgives,The Crazies,21 & Over,0.03170920750595818,0.03554154774645679,0.03582788658639713,0.042023209638264114,0.042385144012553666,0.050327663816454926,0.054177912463782785,0.054817729111703795,0.056793589233757436,0.06318216376941987,'Horror',"'Horror','Comedy','Fantasy'","'Fantasy','Horror','Action','Thriller','ScienceFiction'","'Thriller','ScienceFiction'","'Drama','Thriller','Mystery'","'Drama','Thriller'","'Action','Comedy','Crime','Mystery','Family'","'Drama','Thriller','Crime'","'Mystery','Horror','Action'",'Comedy',5.2,5.9,6.0,5.8,5.9,6.2,5.6,5.6,6.2,5.7,5.810000000000001,5.9
2290,Just Married,The Devil Inside,My Big Fat Greek Wedding 2,The Unborn,Tammy,The Animal,Beverly Hills Chihuahua,Paranormal Activity: The Marked Ones,Vampires Suck,Garfield: A Tail of Two Kitties,Boogeyman,0.01354147943377848,0.02336647656879043,0.028875233398975242,0.04152578244214056,0.04748687880064406,0.04930446741816219,0.051310216680055976,0.051699169158884284,0.053299532797940086,0.059856690693459,"'Thriller','Horror'","'Romance','Comedy','Family'","'Horror','Thriller','Mystery'",'Comedy',"'Action','Comedy'","'Adventure','Comedy','Family'","'Horror','Thriller'","'Horror','Comedy'","'Animation','Comedy','Family'","'Thriller','Horror','Drama','Mystery'",4.6,5.5,4.8,5.0,4.6,4.9,5.2,4.2,5.1,4.6,4.8500000000000005,5.3
2291,The Devil's Double,Young Sherlock Holmes,Fair Game,Transsiberian,Hollywood Ending,Two Lovers,Ondine,Draft Day,Things We Lost in the Fire,Infamous,Zulu,0.0041645930564447875,0.007148210097456809,0.012859310581165184,0.013595147180698763,0.014117662703020173,0.016470208930948638,0.017501228518791212,0.019109849073715157,0.020755051750922182,0.023499184862390554,"'Action','Adventure','Crime','Drama','Family','Mystery','Thriller'","'Drama','Thriller'","'Thriller','Crime','Mystery'","'Comedy','Drama'","'Drama','Romance'","'Drama','Romance'",'Drama','Drama','Drama',"'Crime','Drama','Thriller'",6.7,6.5,6.5,6.4,6.6,6.5,6.5,6.7,6.4,6.7,6.55,6.5
2292,Thomas and the Magic Railroad,Without Men,Strange Wilderness,Jekyll and Hyde ... Together Again,Samantha: An American Girl Holiday,The FP,Detention of the Dead,Hansel and Gretel Get Baked,Snow White: A Deadly Summer,Soul Survivors,Hurricane Streets,0.0009078431162314882,0.001173745548669225,0.001353152612896702,0.0014034108745847318,0.0014781451592327244,0.0015218675078817467,0.0016614576579474516,0.0017375994390443905,0.002006555144437261,0.0020074549034858613,"'Comedy','Romance'",'Comedy',"'Comedy','Horror','ScienceFiction'","'Drama','Family'",'Comedy',"'Comedy','Horror'","'Horror','Comedy'","'Horror','Thriller'","'Horror','Mystery','Thriller'","'Romance','Crime','Drama'",4.6,4.7,4.6,4.6,4.5,4.5,4.8,4.8,4.4,4.8,4.629999999999999,4.6
2293,The Crazies,Daybreakers,A Dangerous Method,Krampus,We Are Your Friends,Buried,The Switch,Commando,Green Room,National Lampoon’s Van Wilder,Cube,0.04201802585416414,0.043844719907184304,0.050149674090147034,0.05392522505908215,0.05625208246215663,0.056793589233757436,0.05968248704916368,0.06334445569631142,0.06639495765576187,0.06798840164542264,"'Fantasy','Horror','Action','Thriller','ScienceFiction'","'Drama','Thriller'","'Horror','Comedy','Fantasy'","'Drama','Music','Romance'","'Drama','Thriller','Mystery'","'Comedy','Romance','Drama'","'Action','Adventure','Thriller'","'Horror','Crime','Thriller'","'Comedy','Romance'","'Thriller','ScienceFiction','Mystery'",6.0,6.2,5.9,6.3,6.6,5.9,6.4,6.7,5.9,6.9,6.279999999999999,6.2
2294,千と千尋の神隠し,12 Years a Slave,El laberinto del fauno,The Imitation Game,Unknown,We're the Millers,Pineapple Express,The Maze Runner,Gone Girl,American Beauty,The Butterfly Effect,0.03750132972428888,0.043514630768337614,0.043747576351034545,0.04985015394589887,0.051509541204007414,0.0521871611206709,0.0525604923785874,0.05486506165460059,0.05538983054477975,0.0600324025261042,"'Drama','History'","'Fantasy','Drama','War'","'History','Drama','Thriller','War'","'Action','Mystery','Thriller'","'Comedy','Crime'","'Action','Comedy'","'Action','Mystery','ScienceFiction','Thriller'","'Mystery','Thriller','Drama'",'Drama',"'ScienceFiction','Thriller'",7.9,7.6,8.0,6.5,6.8,6.6,7.0,7.9,7.9,7.3,7.35,8.3
2295,風暴,인천상륙작전,Gojira ni-sen mireniamu,逃出生天,Heli,La otra conquista,Anatomie,Praia do Futuro,El Crimen del Padre Amaro,一個好人,Drei,0.005303838069860678,0.006150466198932003,0.00896622574021122,0.017061694062003196,0.022778515454405235,0.02431550342019262,0.02467239659259768,0.0301470845200702,0.03479717527919102,0.041727326516594165,"'History','Drama','War','Action'","'Adventure','Horror','Action','ScienceFiction'",'Action',"'Crime','Drama'","'Drama','Foreign'","'Horror','Thriller'",'Drama',"'Drama','Romance'","'Crime','Action','Comedy'","'Romance','Drama','Comedy'",5.8,5.9,5.8,6.2,5.4,6.1,6.4,6.2,6.3,6.3,6.04,5.9
2296,The Bounty,Michael Collins,Kundun,Shadowlands,He Got Game,Pride and Glory,Gridiron Gang,The Sisterhood of the Traveling Pants,W.,Black Rain,Machine Gun Preacher,0.004792170607354707,0.005500042250215831,0.008238431030116677,0.010603834127358769,0.011054725857083114,0.012402370886851588,0.013482811125698158,0.01388487861566956,0.014782850097143418,0.01626625122632286,"'Drama','Thriller'",'Drama',"'Drama','Romance'",'Drama',"'Thriller','Crime','Drama'","'Action','Adventure','Crime','Drama'","'Drama','Comedy'","'Drama','History'","'Action','Thriller','Crime'","'Action','Thriller','Crime'",6.7,6.8,6.8,6.7,6.3,6.5,6.3,6.1,6.2,6.4,6.4799999999999995,6.5
2297,The Book Thief,Mary Poppins,About Time,Wild,The Hurt Locker,2001: A Space Odyssey,Platoon,The Mist,"Il buono, il brutto, il cattivo",Rocky,The Godfather: Part II,0.027278620243215812,0.049427400134394284,0.050682050569434534,0.05439299044030377,0.05467886076476569,0.05540944531249292,0.058760090509500595,0.0592913832012939,0.06748471262533806,0.0824703448540981,"'Comedy','Family','Fantasy'","'Comedy','Drama','ScienceFiction'",'Drama',"'Drama','Thriller','War'","'ScienceFiction','Mystery','Adventure'","'Drama','War','Action'","'ScienceFiction','Horror','Thriller'",'Western','Drama',"'Drama','Crime'",7.4,7.8,7.0,7.2,7.9,7.5,6.7,8.1,7.5,8.3,7.539999999999999,7.4
